,Rooms,Distance,Postcode,Bathroom,Car,Landsize,Lattitude,Longtitude,Propertycount,Type_h,Type_t,Type_u,Method_PI,Method_S,Method_SA,Method_SP,Method_VB,Regionname_Eastern Metropolitan,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Price
7301,3,13.9,3020.0,1.0,2.0,534.0,-37.7789,144.8209,2185.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,760000.0
7302,3,13.9,3020.0,1.0,0.0,697.0,-37.7809,144.8228,2185.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,840000.0
7303,1,13.9,3020.0,1.0,1.0,36.0,-37.7833,144.8266,2185.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,145000.0
7304,2,13.9,3020.0,1.0,2.0,463.0,-37.7813,144.8234,2185.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,460000.0
7305,2,13.9,3020.0,1.0,1.0,0.0,-37.7839,144.8239,2185.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,190000.0
7306,3,10.9,3012.0,1.0,1.0,131.0,-37.8203,144.8386,962.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,430000.0
7307,2,10.9,3012.0,1.0,2.0,191.0,-37.8226,144.8392,962.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,507000.0
7308,3,10.9,3012.0,1.0,2.0,715.0,-37.8239,144.8431,962.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,892000.0
7309,2,10.4,3163.0,2.0,1.0,0.0,-37.8878,145.0407,2403.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,695000.0
7310,3,10.4,3163.0,1.0,2.0,553.0,-37.8878,145.0456,2403.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1160000.0
7311,3,10.4,3163.0,2.0,1.0,295.0,-37.8904,145.0387,2403.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1330000.0
7312,2,10.4,3163.0,1.0,1.0,1035.0,-37.8925,145.0456,2403.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,695000.0
7313,2,10.4,3163.0,1.0,1.0,0.0,-37.8924,145.0409,2403.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,812000.0
7314,2,10.4,3163.0,1.0,1.0,0.0,-37.8868,145.0408,2403.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,350000.0
7315,2,10.4,3163.0,1.0,1.0,100.0,-37.8915,145.0451,2403.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,630000.0
7316,2,10.4,3163.0,2.0,1.0,81.0,-37.8877,145.0449,2403.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,635000.0
7317,2,10.4,3163.0,1.0,1.0,0.0,-37.8866,145.0396,2403.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,636500.0
7319,2,10.4,3163.0,1.0,1.0,0.0,-37.8894,145.0431,2403.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,445000.0
7320,2,10.4,3163.0,1.0,1.0,0.0,-37.8866,145.0396,2403.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,710000.0
7322,2,14.0,3166.0,1.0,2.0,553.0,-37.9001,145.0981,3224.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1010000.0
7323,2,14.0,3166.0,1.0,1.0,0.0,-37.8994,145.0955,3224.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,305000.0
7324,2,14.0,3166.0,1.0,1.0,0.0,-37.8991,145.0939,3224.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,400000.0
7325,3,14.0,3166.0,1.0,1.0,670.0,-37.9033,145.1006,3224.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,880000.0
7326,3,14.0,3166.0,1.0,2.0,689.0,-37.8961,145.1046,3224.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1076000.0
7327,3,14.0,3166.0,1.0,2.0,602.0,-37.8923,145.1013,3224.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1045000.0
7328,2,14.0,3166.0,1.0,1.0,211.0,-37.9086,145.0977,3224.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,600000.0
7329,3,14.0,3166.0,1.0,2.0,553.0,-37.8956,145.0928,3224.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1225000.0
7330,3,14.0,3166.0,1.0,2.0,650.0,-37.91,145.0914,3224.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1035000.0
7331,3,14.0,3166.0,1.0,2.0,340.0,-37.8968,145.0983,3224.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,690000.0
7332,3,14.0,3166.0,2.0,2.0,544.0,-37.9055,145.1024,3224.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1050000.0
7333,3,14.0,3166.0,1.0,2.0,643.0,-37.9028,145.0971,3224.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1045000.0
7334,3,14.0,3166.0,1.0,2.0,691.0,-37.9109,145.0995,3224.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,865000.0
7335,3,14.0,3166.0,1.0,2.0,548.0,-37.8951,145.101,3224.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1033000.0
7336,4,14.0,3166.0,1.0,2.0,683.0,-37.9107,145.0975,3224.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,991000.0
7337,4,14.0,3166.0,1.0,2.0,802.0,-37.9002,145.099,3224.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1641000.0
7338,2,14.0,3166.0,1.0,1.0,156.0,-37.9024,145.1008,3224.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,655000.0
7339,2,14.0,3166.0,2.0,2.0,607.0,-37.8964,145.0977,3224.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,750000.0
7340,3,14.0,3166.0,1.0,2.0,543.0,-37.9023,145.105,3224.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1025000.0
7341,3,14.0,3166.0,1.0,2.0,119.0,-37.9058,145.1043,3224.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,637000.0
7342,3,14.0,3166.0,2.0,2.0,279.0,-37.9001,145.1009,3224.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,633500.0
7343,4,14.0,3166.0,1.0,2.0,604.0,-37.9087,145.0886,3224.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1180000.0
7344,3,14.0,3166.0,1.0,1.0,685.0,-37.8952,145.1021,3224.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1124000.0
7345,3,14.0,3166.0,1.0,2.0,528.0,-37.9066,145.088,3224.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1225000.0
7346,4,14.0,3166.0,2.0,1.0,728.0,-37.8966,145.0979,3224.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,855000.0
7348,3,14.0,3166.0,1.0,1.0,112.0,-37.9008,145.09799999999996,3224.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,665000.0
7349,2,7.4,3185.0,1.0,1.0,722.0,-37.8794,144.9947,821.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,605000.0
7350,2,7.4,3185.0,1.0,0.0,477.0,-37.8804,144.9969,821.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,660000.0
7351,1,7.4,3185.0,1.0,1.0,486.0,-37.8797,144.9954,821.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,327000.0
7352,2,7.4,3185.0,1.0,0.0,785.0,-37.8756,144.9934,821.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,570000.0
7353,2,7.4,3185.0,2.0,1.0,66.0,-37.8813,144.9964,821.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,755000.0
7354,4,7.4,3185.0,2.0,3.0,485.0,-37.8754,144.9944,821.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,1925000.0
7355,2,7.4,3185.0,1.0,1.0,0.0,-37.8788,144.9974,821.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,520000.0
7356,2,2.5,3121.0,1.0,2.0,176.0,-37.8281,144.9923,1123.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1000000.0
7357,2,2.5,3121.0,1.0,1.0,115.0,-37.8285,144.9888,1123.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,725000.0
7358,1,2.5,3121.0,1.0,1.0,0.0,-37.8301,144.9904,1123.0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,425000.0
7359,3,2.5,3121.0,2.0,2.0,324.0,-37.8278,144.9885,1123.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1280000.0
7360,2,2.5,3121.0,1.0,0.0,146.0,-37.8274,144.9947,1123.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1000000.0
7361,2,2.5,3121.0,1.0,1.0,0.0,-37.8282,144.9897,1123.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,546000.0
7362,3,2.5,3121.0,2.0,2.0,324.0,-37.8278,144.9885,1123.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,1475000.0
7363,2,2.5,3121.0,1.0,0.0,138.0,-37.832,144.99200000000005,1123.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,895000.0
7364,1,2.5,3121.0,1.0,1.0,0.0,-37.8299,144.9907,1123.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,405000.0
7365,2,2.5,3121.0,1.0,1.0,131.0,-37.8274,144.9967,1123.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1015000.0
7366,2,2.5,3121.0,1.0,1.0,125.0,-37.8258,144.99200000000005,1123.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,930000.0
7367,1,2.5,3121.0,1.0,1.0,0.0,-37.8301,144.9904,1123.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,415000.0
7368,3,2.5,3121.0,2.0,2.0,263.0,-37.8266,144.9894,1123.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,1900000.0
7369,2,2.5,3121.0,1.0,1.0,0.0,-37.8255,144.9948,1123.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,662500.0
7370,2,2.5,3121.0,1.0,0.0,128.0,-37.8291,144.9952,1123.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,831000.0
7371,2,2.5,3121.0,1.0,1.0,144.0,-37.8301,144.9927,1123.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1110000.0
7372,2,2.5,3121.0,1.0,1.0,0.0,-37.8301,144.9904,1123.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,565000.0
7373,2,2.5,3121.0,1.0,1.0,151.0,-37.8311,144.9914,1123.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,1010000.0
7374,3,2.5,3121.0,1.0,1.0,326.0,-37.8283,144.9946,1123.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1300000.0
7375,3,2.5,3121.0,2.0,2.0,138.0,-37.8288,144.9891,1123.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1300000.0
7376,1,1.9,3008.0,1.0,1.0,0.0,-37.8133,144.9433,4707.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,360000.0
7377,4,1.9,3008.0,2.0,2.0,0.0,-37.8141,144.9387,4707.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1370000.0
7378,2,1.9,3008.0,2.0,2.0,0.0,-37.8249,144.9476,4707.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,800000.0
7379,4,9.1,3015.0,1.0,3.0,669.0,-37.8305,144.8736,984.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,930000.0
7380,2,9.1,3015.0,2.0,1.0,151.0,-37.8289,144.8671,984.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,650000.0
7382,4,9.1,3015.0,3.0,1.0,662.0,-37.8307,144.8725,984.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,915000.0
7383,3,9.1,3015.0,2.0,2.0,738.0,-37.834,144.8757,984.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,845000.0
7384,3,9.1,3015.0,2.0,3.0,669.0,-37.8303,144.8705,984.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,941000.0
7385,3,9.1,3015.0,1.0,1.0,224.0,-37.8298,144.8679,984.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1030000.0
7386,2,9.1,3015.0,1.0,2.0,462.0,-37.8331,144.8715,984.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,392250.0
7387,3,9.1,3015.0,1.0,2.0,144.0,-37.8268,144.8675,984.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,508000.0
7388,2,9.1,3015.0,1.0,1.0,78.0,-37.8262,144.8677,984.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,420000.0
7389,2,9.1,3015.0,1.0,1.0,126.0,-37.8315,144.8693,984.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,506000.0
7390,3,9.1,3015.0,2.0,2.0,337.0,-37.8288,144.8681,984.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,855000.0
7391,2,9.1,3015.0,1.0,1.0,78.0,-37.8337,144.8739,984.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,380000.0
7392,2,9.1,3015.0,1.0,1.0,228.0,-37.8317,144.8713,984.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,611000.0
7393,4,12.5,3041.0,2.0,2.0,697.0,-37.7141,144.8995,389.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1260000.0
7394,4,12.5,3041.0,3.0,2.0,528.0,-37.7137,144.8987,389.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,931999.0
7396,4,12.5,3041.0,3.0,2.0,541.0,-37.7156,144.8975,389.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,950000.0
7397,4,12.5,3041.0,2.0,2.0,539.0,-37.7115,144.8966,389.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,780000.0
7398,2,5.3,3032.0,1.0,1.0,0.0,-37.7822,144.9342,1052.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,503000.0
7399,3,5.3,3032.0,2.0,1.0,337.0,-37.7813,144.9371,1052.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1257000.0
7400,4,5.3,3032.0,2.0,1.0,621.0,-37.7778,144.9346,1052.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1562000.0
7401,2,5.3,3032.0,1.0,1.0,321.0,-37.7818,144.9374,1052.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1100000.0
7402,4,5.3,3032.0,3.0,2.0,650.0,-37.7796,144.935,1052.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,1740000.0
7403,2,5.3,3032.0,1.0,1.0,0.0,-37.7847,144.9383,1052.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,315000.0
7404,3,9.3,3145.0,1.0,2.0,875.0,-37.8815,145.0491,608.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,1650000.0
7405,3,9.3,3145.0,1.0,2.0,658.0,-37.885,145.0466,608.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1380000.0
7406,2,9.3,3145.0,1.0,2.0,0.0,-37.8852,145.0462,608.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,620000.0
7408,2,9.3,3145.0,1.0,1.0,472.0,-37.884,145.0447,608.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1000000.0
7409,3,12.7,3018.0,2.0,2.0,537.0,-37.8628,144.8468,852.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,860000.0
7412,3,14.5,3042.0,1.0,1.0,696.0,-37.725,144.8586,1119.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,720000.0
7413,2,14.5,3042.0,1.0,1.0,161.0,-37.7251,144.8621,1119.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,380000.0
7414,4,14.5,3042.0,2.0,1.0,697.0,-37.7216,144.8605,1119.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,843000.0
7415,3,14.5,3042.0,1.0,1.0,255.0,-37.7243,144.8533,1119.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,501000.0
7417,3,14.5,3042.0,1.0,1.0,695.0,-37.7259,144.8579,1119.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,722000.0
7418,4,14.5,3042.0,3.0,1.0,308.0,-37.7231,144.8602,1119.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,746000.0
7419,3,14.5,3042.0,2.0,2.0,260.0,-37.7226,144.8569,1119.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,685000.0
7420,3,14.5,3042.0,1.0,1.0,166.0,-37.7169,144.8582,1119.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,455000.0
7421,4,14.5,3042.0,2.0,1.0,231.0,-37.7263,144.8584,1119.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,600000.0
7422,3,14.5,3042.0,1.0,1.0,338.0,-37.7212,144.8545,1119.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,575000.0
7423,3,14.5,3042.0,2.0,2.0,554.0,-37.7212,144.8598,1119.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,566000.0
7424,3,9.8,3185.0,2.0,2.0,236.0,-37.8982,145.0121,534.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,1250000.0
7425,2,9.8,3185.0,1.0,1.0,0.0,-37.8971,145.0093,534.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,393000.0
7426,2,9.8,3185.0,1.0,1.0,0.0,-37.8971,145.0093,534.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,440000.0
7427,2,9.8,3185.0,1.0,1.0,0.0,-37.8994,145.0101,534.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,595000.0
7428,4,9.8,3185.0,3.0,3.0,474.0,-37.8988,145.0098,534.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2200000.0
7429,3,3.7,3054.0,1.0,2.0,341.0,-37.7832,144.9655,1008.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,1700000.0
7430,4,3.7,3054.0,2.0,1.0,256.0,-37.7833,144.9681,1008.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1908000.0
7431,4,9.1,3040.0,2.0,2.0,273.0,-37.7574,144.8959,1543.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1330000.0
7432,3,9.1,3040.0,3.0,2.0,240.0,-37.762,144.8916,1543.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1300000.0
7433,2,9.1,3040.0,1.0,1.0,70.0,-37.7564,144.9043,1543.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,470000.0
7434,4,9.1,3040.0,2.0,2.0,746.0,-37.7595,144.8993,1543.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,1740000.0
7435,3,3.3,3206.0,1.0,1.0,178.0,-37.8473,144.9495,3280.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1700000.0
7436,1,3.3,3206.0,1.0,1.0,0.0,-37.8487,144.9511,3280.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,1100000.0
7437,3,3.3,3206.0,2.0,0.0,130.0,-37.8453,144.94899999999996,3280.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2155000.0
7438,3,3.3,3206.0,2.0,0.0,140.0,-37.8426,144.9563,3280.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,2115000.0
7439,2,3.3,3206.0,1.0,1.0,263.0,-37.8441,144.9522,3280.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2810000.0
7440,2,3.3,3206.0,1.0,1.0,236.0,-37.8436,144.9558,3280.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2130000.0
7441,4,3.3,3206.0,1.0,0.0,306.0,-37.8459,144.9574,3280.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2950000.0
7442,3,3.3,3206.0,1.0,1.0,163.0,-37.8473,144.955,3280.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2150000.0
7443,3,3.3,3206.0,1.0,1.0,185.0,-37.8435,144.9538,3280.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2035000.0
7444,2,3.3,3206.0,1.0,1.0,115.0,-37.8441,144.9598,3280.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1500000.0
7445,2,3.3,3206.0,1.0,0.0,111.0,-37.8445,144.9489,3280.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1190000.0
7446,1,6.4,3078.0,1.0,1.0,915.0,-37.7793,145.0327,2211.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,320000.0
7447,3,6.4,3078.0,2.0,2.0,528.0,-37.7817,145.0319,2211.0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1285000.0
7448,4,6.4,3078.0,2.0,2.0,600.0,-37.771,145.0318,2211.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1975000.0
7449,1,6.4,3078.0,1.0,1.0,0.0,-37.7786,145.0253,2211.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,316000.0
7450,3,11.1,3025.0,1.0,2.0,606.0,-37.8326,144.8594,5132.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,916000.0
7451,3,11.1,3025.0,1.0,2.0,534.0,-37.8367,144.8425,5132.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,750000.0
7452,3,11.1,3025.0,1.0,3.0,535.0,-37.8322,144.8399,5132.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,910000.0
7453,2,6.3,3143.0,2.0,3.0,311.0,-37.8545,145.0219,4836.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1859000.0
7454,2,6.3,3143.0,2.0,1.0,189.0,-37.8532,145.0259,4836.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1200000.0
7455,2,6.3,3143.0,1.0,1.0,0.0,-37.8624,145.0223,4836.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,480000.0
7457,2,6.3,3143.0,2.0,0.0,195.0,-37.851,145.0156,4836.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1705000.0
7458,3,6.3,3143.0,2.0,2.0,0.0,-37.8606,145.0209,4836.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1005000.0
7459,2,6.3,3143.0,1.0,1.0,869.0,-37.8603,145.0224,4836.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,852000.0
7460,2,6.3,3143.0,1.0,2.0,0.0,-37.8611,145.0174,4836.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,690000.0
7461,3,6.3,3143.0,2.0,3.0,395.0,-37.8536,145.0263,4836.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,2120000.0
7462,1,6.3,3143.0,1.0,0.0,0.0,-37.8531,145.0115,4836.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,405000.0
7464,3,5.9,3032.0,1.0,1.0,450.0,-37.7756,144.9148,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1435000.0
7465,2,5.9,3032.0,1.0,1.0,226.0,-37.7761,144.9165,6567.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,1020000.0
7466,3,5.9,3032.0,2.0,2.0,209.0,-37.7774,144.904,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1041000.0
7467,2,5.9,3032.0,2.0,1.0,103.0,-37.7715,144.9088,6567.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,565000.0
7469,4,5.9,3032.0,3.0,2.0,0.0,-37.7831,144.9209,6567.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,900000.0
7470,3,5.9,3032.0,2.0,1.0,542.0,-37.781,144.9095,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1490000.0
7471,3,5.9,3032.0,1.0,2.0,538.0,-37.7808,144.9083,6567.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,1230000.0
7472,2,5.9,3032.0,1.0,0.0,341.0,-37.7721,144.9113,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1050000.0
7473,2,5.9,3032.0,1.0,1.0,202.0,-37.7737,144.9166,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1005000.0
7474,4,5.9,3032.0,3.0,2.0,230.0,-37.7804,144.9284,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1316500.0
7475,2,12.2,3147.0,1.0,2.0,803.0,-37.8683,145.1064,2894.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1495000.0
7476,4,12.2,3147.0,1.0,1.0,656.0,-37.8696,145.1111,2894.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1126000.0
7477,2,12.2,3147.0,1.0,1.0,78.0,-37.8677,145.0981,2894.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,822000.0
7478,2,12.2,3147.0,1.0,2.0,162.0,-37.871,145.0994,2894.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,770000.0
7479,3,12.2,3147.0,2.0,2.0,235.0,-37.8625,145.1083,2894.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,890000.0
7480,3,10.5,3034.0,2.0,1.0,292.0,-37.7593,144.8561,4502.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,765000.0
7481,3,10.5,3034.0,1.0,2.0,615.0,-37.7532,144.8548,4502.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,881000.0
7482,4,10.5,3034.0,1.0,2.0,697.0,-37.7678,144.8568,4502.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,850000.0
7483,4,10.5,3034.0,3.0,2.0,656.0,-37.7522,144.8659,4502.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1300000.0
7485,3,10.5,3034.0,1.0,1.0,585.0,-37.7574,144.8574,4502.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,760000.0
7486,4,10.5,3034.0,3.0,3.0,857.0,-37.7619,144.866,4502.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,1600000.0
7487,2,9.2,3104.0,1.0,2.0,667.0,-37.7926,145.0842,7809.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1900000.0
7488,3,9.2,3104.0,1.0,1.0,696.0,-37.8016,145.1013,7809.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1922000.0
7489,4,9.2,3104.0,2.0,2.0,627.0,-37.7848,145.0788,7809.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,2000000.0
7490,3,9.2,3104.0,1.0,1.0,350.0,-37.7862,145.0739,7809.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,700000.0
7491,4,9.2,3104.0,3.0,2.0,636.0,-37.789,145.0938,7809.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1890000.0
7492,4,9.2,3104.0,2.0,1.0,677.0,-37.7897,145.0922,7809.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1630000.0
7493,2,9.2,3104.0,2.0,1.0,196.0,-37.785,145.0961,7809.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,800000.0
7494,3,9.2,3104.0,0.0,0.0,818.0,-37.7939,145.0866,7809.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1670000.0
7495,4,9.2,3104.0,3.0,2.0,627.0,-37.7827,145.0945,7809.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,1725000.0
7496,3,9.5,3081.0,1.0,2.0,730.0,-37.754,145.0453,790.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,1110000.0
